H	S	T
H	S	T
H	S	H
H	S	H
H	S	H
H	S	T
H	S	H
H	S	H
H	S	T
H	S	H
H	S	T
H	S	H
H	S	T
H	S	H
H	S	T
H	S	H
H	S	T
H	S	H
H	S	H
H	S	H
H	S	H
H	S	H
H	S	T
H	S	H
H	S	H
H	S	H
H	S	T
H	S	T
H	S	T
H	S	T
H	S	H
H	S	T
H	S	H
H	S	T
H	S	H
H	S	H
H	S	T
H	S	H
H	S	T
H	S	H
H	S	T
H	S	H
H	S	H
H	S	T
H	S	H
H	S	H
H	S	T
H	S	H
H	S	H
H	S	H
H	S	T
H	S	H
H	S	T
H	S	H
H	S	T
H	S	T
H	S	H
H	S	T
H	S	T
H	S	H
H	S	T
H	S	H
H	S	T
H	S	H
H	S	T
H	S	H
H	S	T
H	S	H
H	S	H
H	S	T
H	S	T
H	S	H
H	S	H
H	S	T
H	S	T
H	S	T
H	S	H
H	S	H
H	S	T
H	S	H
H	S	T
H	S	H
H	S	T
H	S	T
H	S	H
H	S	T
H	S	H
H	S	H
H	S	T
H	S	H
H	S	T
H	S	T
H	S	H
H	S	H
H	S	T
H	S	T
H	S	T
T	S	T
T	S	H
T	S	T
T	S	T
T	S	H
T	S	T
T	S	H
T	S	H
T	S	H
T	S	H
T	S	H
T	S	H
T	S	T
T	S	H
T	S	H
T	S	H
T	S	T
T	S	T
T	S	T
T	S	H
T	S	T
T	S	H
T	S	H
T	S	H
T	S	T
T	S	H
T	S	T
T	S	T
T	S	T
T	S	H
T	S	T
T	S	T
T	S	H
T	S	H
T	S	T
T	S	T
T	S	T
T	S	H
T	S	H
T	S	H
T	S	T
T	S	T
T	S	T
T	S	T
T	S	H
T	S	H
T	S	T
T	S	H
T	S	T
T	S	H
T	S	T
T	S	H
T	S	H
T	S	T
T	S	T
T	S	H
T	S	H
T	S	T
T	S	H
T	S	T
T	S	T
T	S	T
T	S	H
T	S	H
T	S	H
T	S	T
T	S	T
T	S	T
T	S	H
T	S	T
T	S	T
T	S	H
T	S	T
T	S	H
T	S	T
T	S	T
T	S	H
T	S	H
T	S	H
T	S	H
T	S	H
T	S	T
T	S	T
T	S	T
T	S	H
T	S	H
T	S	H
T	S	H
T	S	H
T	S	T
T	S	T
T	S	H
T	S	H
T	S	H
T	S	T
T	S	T
T	S	T
T	S	T
T	S	H
T	S	H
T	S	H
T	S	H
T	S	H
T	S	H
T	S	H
T	S	H
T	S	H
T	S	H
T	S	H
T	S	H
T	S	H
T	S	H
T	S	T
T	S	T
T	S	T
T	S	H
H	S	T
T	S	T
H	S	T
H	S	T
H	S	H
H	S	H
H	S	H
H	S	T
H	S	T
H	S	H
H	S	H
H	S	T
H	S	T
H	S	H
H	S	H
H	S	T
H	S	H
H	S	H
H	S	T
H	S	H
H	S	H
H	S	H
H	S	H
H	S	T
H	S	H
H	S	T
H	S	T
H	S	H
H	S	T
H	S	T
H	S	H
H	S	H
H	S	H
H	S	H
H	S	T
H	S	T
H	S	H
T	S	T
T	S	T
T	S	T
T	S	H
T	S	T
T	S	H
T	S	H
T	S	T
T	S	T
T	S	T
T	S	H
T	S	H
T	S	H
T	S	H
T	S	H
T	S	T
T	S	H
T	S	T
T	S	H
T	S	T
T	S	T
T	S	H
T	S	H
T	S	H
T	S	H
T	S	T
T	S	T
T	S	H
T	S	H
T	S	T
T	S	T
T	S	H
T	S	T
T	S	H
T	S	H
T	S	T
T	S	T
T	S	H
T	S	H
T	S	T
T	S	T
T	S	T
T	S	T
T	S	T
T	S	H
T	S	H
T	S	T
T	S	T
T	S	T
T	S	H
T	S	H
T	S	T
T	S	T
T	S	T
T	S	H
T	S	H
T	S	T
T	S	T
T	S	H
T	S	H
T	S	T
T	S	H
T	S	T
T	S	T
T	S	H
T	S	T
T	S	T
T	S	H
T	S	T
T	S	T
T	S	H
T	S	T
T	S	T
T	S	H
T	S	T
T	S	T
T	S	H
T	S	H
T	S	T
T	S	H
H	S	T
H	S	H
H	S	H
H	S	H
H	S	T
H	S	H
H	S	T
H	S	T
H	S	H
H	S	T
H	S	T
H	S	H
H	S	H
H	S	H
H	S	H
H	S	T
H	S	H
H	S	T
H	S	H
H	S	T
H	S	H
H	S	H
H	S	H
H	S	H
H	S	T
H	S	H
H	S	H
H	S	H
H	S	T
H	S	T
H	S	T
H	S	H
H	S	H
H	S	T
H	S	H
H	S	T
H	S	H
H	S	H
H	S	H
H	S	H
H	S	T
H	S	T
H	S	T
H	S	T
H	S	H
H	S	T
H	S	H
H	S	H
H	S	H
H	S	H
H	S	T
H	S	H
H	S	T
